Question,Label
What are the traditional divisions within the liberal arts education curriculum?  ,0
How did Ancient Greek methods influence the development of the liberal arts education?  ,0
What were the original purposes of studying the liberal arts in classical antiquity?  ,0
How did educational programs in the Middle Ages prioritize the trivium and quadrivium within liberal arts education?  ,0
"What is the origin of the term ""liberal arts"" and who were some early proponents of this education?",0
"How were the liberal arts classified in Roman times, and by whom were they brought together in a canonical form?",0
"What are the four ""scientific"" artes that make up the quadrivium, and the three arts of the ""humanities"" that form the trivium?",0
"Who created the iconic image ""Philosophia et septem artes liberales"" in the 12th century, and what was the purpose of this representation?",0
How did the Italian humanists in the Renaissance modify and expand the traditional concept of the liberal arts education?,0
What subjects were added to the educational curriculum of humanism during the sixteenth century?,0
What did Wilhelm von Humboldt emphasize in his educational model for Prussia and later for North America?,0
What are the four areas that make up the modern use of the term liberal arts?,0
Which academic areas are associated with the term liberal arts?,0
What are some of the core courses included in the Doctor of Liberal Studies program at Georgetown University?,0
What subjects are typically included in liberal arts education at the secondary school level?,0
What is the focus of liberal arts colleges in the United States in terms of undergraduate study?,0
Which universities mentioned in the text have started offering an associate degree in liberal arts?,0
What are some examples of professional schools that students might progress to after completing undergraduate study in liberal arts?,0
In which European countries is liberal arts education deeply rooted and what is it called in Germany and Austria?,0
What is the aim of educational institutions like Gymnasium in providing education to their pupils?,0
How was education in Europe freed from scholastic thinking and reshaped according to the text?,0
What is the difference between the role of liberal arts education in undergraduate programs in Europe compared to the US educational system?,0
Which institutions mentioned in the text have undertaken efforts to systematically reintroduce liberal arts education to continental Europe?,0
In what ways do universities encourage students to further develop their personality according to the text?,0
What was unique about the bachelor's degree in Liberal Arts and Sciences at University College Freiburg in Germany?,0
When and where was the first Liberal Arts degree program established in Sweden?,0
Which organization introduced the first Liberal Arts program in Georgia in 2005?,0
What distinctive feature does the Liberal Arts BA program at Chavagnes Studium in France have?,0
"Which universities in England offer programs related to liberal arts education, and what are the names of these programs?",0
What are some features of the liberal arts BA degree offered by the University of Warwick?,0
Which universities in Scotland offer a specifically named 'Liberal Arts' degree?,0
Where is the Bratislava International School of Liberal Arts located and when did it open?,0
What are some of the liberal arts subjects included in the General Education curriculum mandating by the Commission on Higher Education of the Philippines?,0
Which universities in Pakistan offer liberal arts education according to the text?,0
What are some of the institutions offering liberal arts education in Asia?,0
Can you provide information about Campion College in Sydney and its liberal arts program?,0
What disciplines are typically studied in liberal arts education at Campion College and the Millis Institute?,0
Who is the founder of the Millis Institute at Christian Heritage College in Brisbane?,0
Which universities in Japan and Vietnam are mentioned as offering liberal arts education?,0
What are some ways to define a career based on the text? ,0
"What does the Oxford English Dictionary define the word ""career"" as? ",0
"How is the term ""career"" frequently understood in relation to an individual's life? ",0
"How has the word ""career"" evolved over time according to the text? ",0
What is career management or career development as described in the text?,0
"What are the Seven C's of Digital Career Literacy, and how do they relate to Internet skills?",0
"According to Behling and others, what are the three factors that may influence an individual's decision to join a firm?",0
Explain the Objective factor theory and how it impacts decision-making in career choices.,0
"Describe the importance of the Critical contact theory in decision-making, especially for experienced professionals.",0
"What factors should be considered when choosing a career, as suggested by US News?",0
What are some reasons cited for career changing according to a survey by Right Management?,0
How is career success typically defined in academic and popular writing about careers?,0
What was the traditional concept of career success during the 1950s and 1960s based on?,0
"Why may early career success lead to disappointment later, according to the text?",0
Why is career management considered to be more the responsibility of the individual rather than the employing organization in today's fast-changing economic and technological landscape?,0
What factors contribute to a person's assessment of career success?,0
What are the different forms of career capital that can affect an individual's career success?,0
What interventions can support individuals in developing and managing their careers?,0
How is career support commonly offered to individuals throughout various stages of their career?,0
What key types of career support are described in the text?,0
What are career assessments and how can they help individuals?,0
Who typically administers career assessments to individuals?,0
What is the role of career counseling in helping individuals explore career options?,0
How is career education traditionally approached in schools?,0
What factors can impact the benefits of schooling in relation to career opportunities?,0
What additional support do colleges often provide for students beyond education to help prepare for careers?,0
"How is career support typically delivered, and how is it evolving according to the text?",0
What are some of the key elements mentioned in relation to job satisfaction and career preparation?,0
How is a curriculum vitae important in the context of career development?,0
"What is meant by a portfolio career, as indicated in the text?",0
What are the two most common types of bachelor's degrees mentioned in the text?,0
"Explain the historical origin of the term ""bachelor"" in the context of the medieval period.",0
How are undergraduate academic degrees differentiated in the British system?,0
"Which countries mentioned in the text offer a postgraduate ""bachelor with honours"" degree?",0
"According to the text, how long does it generally take for students in different countries to obtain a bachelor's degree?",0
What is the basis of university systems in most African countries following the model of their former colonizing powers?,0
How does the Bachelor's degree system differ in Algerian universities compared to the University of Botswana?,0
"What is the duration of a Bachelor's degree course in Kenya, and what are the additional requirements for graduation?",0
"How is a bachelor's degree course structured in Morocco, and how many years does it take to complete the course?",0
What are some of the challenges and advantages associated with university admission in African countries?,0
What are the various undergraduate degrees offered by Nigerian universities and their typical durations?,0
What is the significance of the National Youth Service Corps (NYSC) requirement for graduating students in Nigeria?,0
How do polytechnical schools in Nigeria differ from universities in terms of their offerings and educational focus?,0
"How are honours degrees differentiated in Nigeria, and what is the requirement for all university students regarding independent research projects?",0
In what ways are honours degrees in Nigeria and South Africa similar or different in terms of additional postgraduate qualifications and research requirements?,0
What is a bachelor's degree referred to as in Tunisia and France?  ,0
How long does it typically take to complete a bachelor's degree in Tunisia?,0
Which fields in Tunisia offer a 4-year bachelor's degree program?,0
How long does it take to complete a bachelor's degree in Brazil?,0
What agreement was made regarding degrees in Canada in 2007?,0
What are the different types of bachelor's degrees mentioned in the text?,0
How long does it typically take to complete a bachelor's degree?,0
"What is the academic distinction of an ""honours"" bachelor's degree?",0
What is the historical significance of the Bachelor with Honours degree?,0
"How does the structure of bachelor's degrees differ between universities and colleges in Ontario, Canada?",0
What are the different types of high school diplomas available in Colombia?,0
How are academic degrees structured in Colombia after completing high school?,0
"What are the options available to students after completing their ""bachillerato"" in Colombia?",0
"What are the differences between a ""profesional,"" ""técnico,"" and ""tecnólogo"" degree in Colombia?",0
What is the significance of obtaining a certiﬁcate of Bachiller de Educación Secundaria in Colombia?,0
What is the process for obtaining an American equivalent bachelor's degree for university students in various fields?,0
What are some of the bachelor programs offered by universities in Guyana?,0
How long does it typically take to complete a bachelor's degree according to the text?,0
"What is the significance of completing a ""social service"" requirement in Mexico for receiving a bachelor's degree?",0
How do bachelor's degrees differ from Engineering Degrees in terms of requirements and certification?,0
What are some programs that may take longer than the standard eight semesters to complete?,0
"What is the purpose of an ""honours"" or ""scholars"" program in some US colleges and universities?",0
How are students in the honours program recognized on their transcript and diploma?,0
What additional requirements are typically involved in earning an honours degree in a specific discipline?,0
Can you list the Latin honours that are commonly awarded in ascending order in the United States?,0
What are the notable exceptions in the United States that do not have certain honors programs for bachelor's degrees?,0
What are the types of degrees awarded in Bangladesh and the respective durations of the degree programs?,0
"What are the statutory bachelor's degrees available in China, and how many are there?",0
"What is the process for obtaining a bachelor's degree in China modeled after, and what is required to receive the degree certificate?",0
"How long does it typically take to complete a bachelor's degree in China, and what is an exception to this duration?",0
What is the typical duration of a Bachelor's degree in India?  ,0
What changes have been implemented in undergraduate degree programs as per the National Education Policy 2020?  ,0
How do students usually begin their Bachelor's degree in India?  ,0
How many domain-specific bachelor's degrees are there in Indonesia?  ,0
What is the standard length of undergraduate education in Jordan?,0
What are the different classifications for bachelor's degrees based on academic performance in Malaysian universities?,0
Which universities in Nepal offer bachelor's degree programs and what are some of the popular programs offered?,0
What is the typical duration of a bachelor's degree program in Nepal and how is it completed?,0
"How are MBA and BBA programs examined in Nepalese universities, and what system is used for traditional university courses?",0
What measures are taken in Nepal to create diversity and equality in university admissions?,0
What types of bachelor's degrees are commonly offered in Pakistan?  ,0
What is the duration of a Bachelor of Architecture (BArch) degree program in Pakistan?  ,0
What are the two most common bachelor's degree categories awarded in the Philippines?  ,0
"How are honors designations (cum laude, magna cum laude, summa cum laude) awarded in the Philippines?  ",0
What are the requirements for an honors degree in Sri Lanka?,0
What degrees are granted by the universities listed in the text extract?,0
What opportunities are available regarding majors in Turkey?,0
What are the most widely accepted undergraduate degrees in Europe and their respective percentages?,0
How long is the typical duration of an undergraduate degree program according to the extract?,0
How have bachelor's degrees been reintroduced in Austria according to the Bologna Process reforms?,0
What are the different types of bachelor degrees offered in Belgium outside of universities?,0
What are the distinctions in the title of bachelor's degrees in Croatia between universities and community colleges?,0
How long is the bachelor's program at the Zagreb School of Economics and Management?,0
What was the baccalaureus historically awarded for in the Czech tertiary education system?,0
When was the bachelor's degree reintroduced at universities in Denmark and how long is the program?,0
What are the two types of bachelor's degrees given at universities in Denmark?,0
What is the traditional equivalent of a bachelor's degree in France?,0
How long was the magister degree awarded after in Germany?,0
When was the bachelor's degree reintroduced in Germany according to the new educational law?,0
What is the difference between bachelor's degrees granted by some private institutions in France?,0
What are the names used for the bachelor's degree in accordance with federal law?,0
How many ECTS points are required for a Diplom FH degree?,0
What is the Greek bachelor's degree called and how many years of undergraduate studies does it typically require?,0
"In the pre-Bologna educational system, how long did a typical Hungarian university degree last?",0
What changes were made to the TEI undergraduate degree program in Greece in 1995?,0
What are the notable exceptions in the Hungarian education system for obtaining master's degrees?,0
What is the title given to a bachelor's degree holder in Italy?,0
"How long does it take to complete the ""laurea magistrale a ciclo unico"" degree in Italy?",0
How did the introduction of the bachelor's degree impact the Dutch degree system in 2002?,0
"What is the range of graduation marks in the Italian education system, and what exceptional recognition may be awarded to candidates with the highest mark?",0
What are the options available for individuals completing the doctorandus program in terms of degrees they can use?,0
"What were the former degrees in the Dutch degree system before the changes implemented in 2003/2004, and what did they correspond to?",0
used in relation to one's own name?,0
Why is it important to differentiate whether a bachelor's degree is granted by a hogeschool or a university in the Dutch education system?,0
What is the distinction between gaining a BA or BSc from a university versus completing a HBO from a vocational college in terms of further academic progression?,0
What are the key differences in duration between Dutch bachelor's degree courses and those offered abroad?,0
How does the Dutch academic year differ from academic years in some other countries in terms of length and student expectations?,0
How does the learning curve in the Netherlands differ from education systems in countries like the UK?,0
What changes were recommended by the Veerman Commission in relation to academic and higher vocational degrees in the Netherlands?,0
"What are the requirements for obtaining a bachelor's degree in Norway, and what are the exceptions mentioned in the text in terms of study duration and ECTS?",0
What types of degrees existed in the Portuguese higher education system before the Bologna process in 2006/2007?,0
What is the specialist's degree in the Soviet Union and how does it compare with bachelor's and master's degrees?,0
What are the current undergraduate and postgraduate degrees in Spain and what are their durations?,0
How are Spanish university qualifications currently defined by law?,0
What were the three categories of degrees in the Spanish education system up until 2009/2010?,0
What are the educational outcomes of the second-cycle degrees compared to an Anglo-Saxon bachelor's + master's degrees combination?,0
How did Sweden align the length of its undergraduate and graduate programs as part of the Bologna process?,0
What changes were made in Switzerland regarding bachelor's and master's degrees after the application of the Bologna process?,0
"What is the Swedish equivalent of a bachelor's degree, and what are the requirements for earning it?",0
What qualifications are required in Switzerland to be granted the right to use the corresponding master title after the application of the Bologna process?,0
What are the most common bachelor's degrees in the United Kingdom?,0
What distinguishes ordinary degrees from honours degrees in the UK?,0
"In the UK educational system, what cycle qualifications are postgraduate bachelor's degrees classified under?",0
How do baccalaureate qualifications differ from bachelor's degrees in the UK?,0
"What is the typical duration of bachelor's degrees in England, Wales, and Northern Ireland?",0
What are some examples of titles that bachelor's degrees may have?,0
"What are the different classifications of honours for bachelor's degrees in England, Wales, and Northern Ireland?",0
What is the difference between an honours degree and an ordinary degree?,0
How do some universities compress a three-year course into two years?,0
Which fields often offer integrated master's degrees as first degrees?,0
What is the credit requirement for a Certificate of Higher Education at level 4?  ,0
Which qualifications at level 6 are considered equivalent to bachelor's degrees?  ,0
How many years of study are typically required for an honours degree at Scottish universities?  ,0
How are honours degrees subdivided into classes based on grades?  ,0
What distinguishes ordinary degrees from honours degrees in Scotland in terms of grading?  ,0
What are the differences between ordinary degrees and honours degrees in Scotland?,0
How many credits are required for a bachelor's degree with honours in Scotland?,0
"What qualifications do bachelor's degrees in medicine, dentistry, and veterinary science hold in the Bologna Process?",0
"What level of qualification does a ""bachelor degree"" in Australia correspond to?",0
What are the different marking scales for Honours degrees?,0
What is the minimum passing mark for the course mentioned in the text?,0
What kind of degrees include a major independent research component according to the text?,0
Which university in the Oceania region is recognized internationally outside of Australia and New Zealand for its bachelor's and other awards program?,0
How many years of full-time study are usually required for most bachelor's degrees?,0
"Explain the concept of a ""double degree"" or ""conjoint degree"" program as mentioned in the text.",0
What are the differences between a PGDip and a diploma in terms of requirements and indications? ,0
What specialized bachelor's degrees are mentioned in the text and what distinguishes them? ,0
Describe the unique features of Stanford University's Bachelor of Arts and Science degree.,0
What skills and training does the Bachelor of Science in Agriculture degree focus on developing? ,0
Explain the structure of the Bachelor of Architecture degree at universities mentioned in the text.,0
What is the Bachelor of Industrial Design (BID) degree focused on?,0
What is the difference between Bachelor of Arts (BA) and Bachelor of Science (BS) degrees?,0
What is the Bachelor of Engineering degree awarded for?,0
What are some examples of Bachelor of Engineering degrees available to study?,0
What are some of the disciplines covered under the Bachelor of Science in Information Technology (BScIT) degree?,0
What are some commonly offered professional degrees in information systems and how are they positioned?,0
What are some of the different Bachelor degree options available in Economics and how do they differ in focus?,0
How do medical students in countries following the British tradition typically progress through their undergraduate education to earn their degrees?,0
In what ways do some British universities structure the awarding of Bachelor degrees during the medical course?,0
"How is the courtesy title of ""doctor"" granted in the UK and when are trainee doctors allowed to use this title?",0
What is the usual undergraduate program for dentistry in some parts of the world? ,0
Which university exclusively awards the Bachelor of Dentistry (BDent) in Australia?,0
What are some common abbreviations for the Bachelor of Midwifery degree?,0
Which countries offer undergraduate courses leading to a Bachelor of Science degree with a major in physiotherapy?,0
Which countries have established paramedicine degree programs?,0
What are the requirements for becoming a veterinarian in terms of education?,0
What are some of the alternative degree titles for the Bachelor of Veterinary Science?,0
Why have some universities phased out the Bachelor of Pharmacy degree in favor of other degrees?,0
"Which countries offer undergraduate studies in Public Health, and what specific areas can students major in?",0
What are some of the areas of study included in the Bachelor of Health Science degree?,0
What degrees can be awarded for students completing an intercalated degree while studying medicine?,0
What are the main focuses of the Bachelor of Science in human biology degree?,0
What is the Bachelor of Kinesiology degree specialized in?,0
What is required to be awarded the Bachelor of Aviation degree?,0
What are some of the degrees awarded upon completion of a program of study in divinity or related disciplines?,0
What are the typical degrees pursued by Master of Divinity (MDiv) students in the United States?,0
How does the Bachelor of Fine Arts (BFA) degree differ from traditional Bachelor of Arts (BA) or Bachelor of Science (BS) degrees?,0
What is the focus of a Bachelor of Film and Television (BFTV) degree program?,0
How does the Bachelor of Integrated Studies (BIS) degree allow students to customize their course of study?,0
What types of degrees in journalism are commonly offered in the United States?,0
What degree does the University of Missouri offer at its school of journalism? ,0
Which university in Africa has the oldest school of journalism and how can students upgrade their degree at this university? ,0
What is the Bachelor of Landscape Architecture degree awarded for and how long does the course typically last in some countries? ,0
"What are some of the Bachelor degree options available for students majoring in liberal arts, general studies, and interdisciplinary studies? ",0
"What areas of study are typically included in a Bachelor of Music degree program, and where is it commonly awarded?",0
What are the requirements for earning a Bachelor of Mortuary Science (BMS) degree from Cincinnati College of Mortuary Science and Southern Illinois University Carbondale?,0
or PhB) degree and the type of work it typically involves.,0
What distinguishes the Bachelor of Psychology degree from a general Bachelor of Arts or Science degree within the field of psychology?,0
"When was the Bachelor of Public Affairs and Policy Management (BPAPM) degree introduced, and what was the motivation behind its creation?",0
"For individuals interested in becoming licensed teachers in the U.S., what variants of the Bachelor of Education degree are commonly offered, and what are the typical specializations associated with this degree?",0
What degrees are required to teach in most public schools in Canada?,0
What is the Bachelor of Science in law degree designed for?,0
How does the Bachelor of Social Work degree program typically span over four years?,0
What distinguishes the Bachelor of Social Science degree from the Bachelor of Arts and Bachelor of Science degrees?,0
What are the main areas of study covered in the Bachelor of Science and/with Education degree program?,0
What is the duration of the Bachelor of Technology (BTech) degree program?,0
Which professional degrees can replace the Bachelor of Laws (LLB) degree in some countries?,0
What are the key areas of study covered in the Bachelor of Tourism Studies (BTS) degree program?,0
In which countries are the Bachelor of Mathematics (BMath and BMathSc) degrees commonly awarded?,0
What is the major focus of the Bachelor of Innovation degree program?,0
What skills does the degree mentioned in the text aim to develop?  ,0
What was the direct reason for creating the degree mentioned in the text?,0
"What are some of the resources listed under the ""Education portal"" mentioned in the text?  ",0
What dates were mentioned for the retrieval of specific documents in the text?  ,0
"What are some of the fields related to the degree mentioned in the text under the ""See also"" section?",0
What is the main concept behind a MOOC? ,0
What are some typical components of a MOOC course? ,0
What distinguishes cMOOCs from xMOOCs? ,0
What were some early forms of distance learning before the Digital Age? ,0
What significant development sparked the emergence of the first MOOCs?,0
What was the original idea behind making Wikiversity an open and free platform for education?,0
Who coined the term MOOC and in response to which course?,0
What are some examples of tools that online students could use to participate in the Connectivism and Connective Knowledge course (CCK08)?,0
What are some differences between cMOOCs and xMOOCs in terms of instructional design and philosophy?,0
"According to Andrew Ravenscroft, how do connectivist MOOCs better support collaborative dialogue and knowledge building?",0
What was Dennis Yang's perspective on MOOCs in 2013?,0
How are MOOCs different from traditional courses in terms of course structure?,0
"Which well-financed providers associated with top universities emerged in 2012, according to The New York Times?",0
What was the reaction of universities and online education service providers to the rise of MOOCs?,0
"How is the industry structure of MOOCs described, and what are the major players involved?",0
What were the three courses launched by Stanford University in the fall of 2011?,0
Who started a company named Udacity following the high enrollment numbers of the courses?,0
In collaboration with which institutions did Udacity announce the first entirely MOOC-based master's degree?,0
What initiative did MIT create in 2012 due to concerns about the commercialization of online education?,0
How many courses did Coursera offer during its first 13 months of operation?,0
What is the enrollment number for the Understanding IELTS course?,0
What innovative pedagogy was used in early cMOOCs like CCK08 and ds106?,0
How many MOOCs were offered by US universities and colleges as of May 2014?,0
What subject was the first Latin American MOOC launched by Ali Lemus focused on?,0
"Which platform was used to host the MOOC titled ""Gender Through Comic Books"" by Ball State University's Christina Blanch?",0
What courses were taught by Cathy Davidson and Dan Ariely in 2013 at Duke University?,0
Who collaborated with Physiopedia for their first MOOC on Professional Ethics in 2013?,0
Which university in the UK ran a MOOC on Physiotherapy Management of Spinal Cord Injuries in 2014?,0
What innovative feature did Coursera introduce in May 2013 in partnership with Chegg?,0
Which university launched the Skynet University offering MOOCs on introductory astronomy in June 2013?,0
What were the key elements highlighted in the course offered by the University of Cape Town on the FutureLearn platform?,0
Which organization collaborated to launch the first MOOC-based bachelor's degree in multimedia project management recognized by a French state?,0
"What unique feature did Brown University incorporate into its course ""Fantastic Places, Unhuman Humans: Exploring Humanity Through Literature"" on EdX?",0
"When was the Pacific Open Learning Health Net set up by the WHO, and how did its online learning platform evolve over the years?",0
What motivated the launch of the first online course in India in 2003 under the NPTEL program by the Ministry of Human Resource Development?,0
What is the approximate cost for certification on the platform mentioned in the text extract?,0
"What percentage of students enrolled in the MOOC course mentioned in the text were from ""rich countries""?",0
"According to the Stanford University study mentioned in the text, what percentage of high school active learners were male?",0
What were the four types of students identified by Stanford University's Learning Analytics group in the study mentioned?,0
"According to Jonathan Haber's focus on student demographics, what did he find to be meaningful in some courses and what type of discussions offered the best conversations?",0
What are some of the characteristics of Massive Open Online Courses (MOOCs) mentioned in the text?,0
"What are some of the additional skills required for creating MOOCs, according to the text?",0
What is the major concern related to MOOCs mentioned in the text?,0
What are the average completion rates reported for MOOCs according to different sources mentioned in the text?,0
Can you describe the completion rates of students who pay for a feature designed to prevent cheating on exams in MOOCs?,0
What is an important consideration when analyzing attrition rates and course dropouts in MOOCs?,0
(2014)?,0
"How do social factors such as being an authority in the community and active participation in course discussions relate to student attrition in MOOCs, based on the research mentioned?",0
"What is the relationship explored between motivation, self-regulated learning, and MOOC dropout according to Carson (2002)?",0
What were the findings regarding self-directed learning classes and their association with online course completion rates and achievements in the study conducted by Carson (2002)?,0
How did the reasons for dropping out of MOOCs mentioned in the text relate to course design and hidden costs?,0
What were some factors mentioned in the text that contributed to the low completion rates of MOOCs?,0
"and Rudakova, what are the three main factors that cause inequality in completing MOOCs?",0
"How does the gender of students influence the completion rate of MOOCs, according to the text?",0
"Why are the completion rates of MOOCs considered substantially less than traditional online education courses, as mentioned in the text?",0
"What factors significantly influence the effectiveness of MOOCs according to the text? Have completion rates been deemed as an appropriate metric for measuring MOOC success based on research findings? What alternative metrics have been proposed for assessing the effectiveness of MOOCs and online learning? How are many MOOCs utilizing video lectures, and what is the perspective on this approach? What instructional design considerations are highlighted in the context of MOOCs to facilitate large-scale feedback and interaction?",0
What is the key distinction between cMOOCs and xMOOCs?,0
How are online assessments different from brick-and-mortar assessments?,0
How does peer review work in online courses?,0
"According to Shanna Smith Jaggars, what is the most important factor for student success in an online course?",0
"What were some techniques used to enhance interaction in the Harvard online class, The Ancient Greek Hero?",0
J,0
J,0
What were the highest and lowest rated aspects of Jacobs' experience in MOOC classes?,0
How are courses usually organized when searching for desired courses?,0
"What innovative idea does James Mazoue, Director of Online Programs at Wayne State University, describe regarding online education?",0
How could the business model of higher education be described in relation to the information architecture of Massive Open Online Courses (MOOCs)? ,0
"What are some of the attributes of major MOOC providers listed in the text, and how do they compare in terms of non-profit status and access to certification? ",0
"Why is it mentioned that the benefit to universities of offering courses online for free is unclear, and what prediction is made about the current ventures in this space? ",0
"In what ways do principles of openness inform the creation and operation of MOOCs, and how does the freemium business model factor into this? ",0
"What are some of the potential revenue sources outlined for three MOOC providers, and how do they differ in terms of offerings such as certifying, tutoring, or recruitment services?",0
What recommendation did the American Council on Education (ACE) make regarding transfer credits from MOOC courses in February 2013?,0
What approach did the University of Wisconsin take in offering competency-based bachelor's and master's degrees in Fall 2013?,0
"Which company assists public universities in moving their courses online, as mentioned in the text?",0
"What is the impact of MOOCs on access to higher education, according to the text?",0
How are MOOCs described in terms of their accessibility and openness in the text?,0
What benefits do MOOCs offer in terms of flexibility for learners?,0
How do MOOCs facilitate global collaboration among learners?,0
What are some of the challenges suggested for cMOOCs in The MOOC Guide?,0
What are the general barriers mentioned that impact effective MOOC development?,0
What criticisms do journalists and academics have regarding the effectiveness of MOOCs?,0
Vardi have towards MOOCs and higher education in general?,0
Why did the San Jose State University philosophy faculty express concerns about MOOCs?,0
What concerns did Cary Nelson raise about the use of MOOCs for supplying credentials?,0
Why did the Amherst College faculty reject the opportunity to work with edX?,0
What are Distributed Open Collaborative Courses (DOCC) and how do they differ from traditional MOOCs?,0
What are some recent criticisms of Massive Open Online Courses (MOOCs)?,0
How has the language barrier impacted English Language Learners (ELLs) in MOOCs?,0
What challenges do ELLs face in participating in MOOC discussion forums?,0
"How can active participation in MOOC discussion forums benefit students, and why are ELLs less likely to actively contribute?",0
"What are some inhibitors to the active participation of ELLs in MOOC discussion forums, particularly related to linguistic and cultural factors?",0
How do high power distance cultures influence the participation of ELLs in discussion forums with instructors?,0
What discomfort may students from high power distance cultures experience in discussion forums with active participation from instructors?,0
Who founded Open Culture and what is its relationship with Stanford University?,0
What is the focus of Open Culture founded by Dan Coleman in 2006?,0
How does the cultural background of ELLs affect their experience in online courses like MOOCs?,0
What is the definition of gender equality according to UNICEF?,0
What is the significance of gender equality as the fifth sustainable development goal of the United Nations?,0
How is gender inequality measured annually according to the United Nations Development Programme?,0
"According to UNFPA, what are some of the challenges women face in achieving gender equality globally?",0
"Who were the Shakers, and what role did they play in promoting gender equality in early American history?",0
How did Meacham and Wright restructure Shaker society to balance the rights of the sexes?,0
What role did Elder Frederick Evans play in promoting gender equality among the Shakers?,0
How long did the Shakers maintain the pattern of gender-balanced leadership?,0
In what ways did Shakers work together with other women's rights advocates to promote equality?,0
What significant changes to women's property rights occurred in relation to their marital status during the late 19th century?,0
What year was the Convention on the Elimination of All Forms of Discrimination Against Women adopted by the United Nations General Assembly?,0
When was the Vienna Declaration and Programme of Action adopted and where did it take place?,0
What was asserted by the twenty-year Cairo Programme of Action adopted at the International Conference on Population and Development in 1994?,0
"Which international convention was adopted by the African Union to guarantee comprehensive rights to women, including the right to control their reproductive health?",0
When did the Council of Europe's Convention on preventing and combating violence against women and domestic violence come into force?,0
What are the five strategic objectives of The Council of Europe's Gender Equality Strategy 2014–2017?,0
"According to a 2015 Pew Research Center survey, how do global citizens perceive the importance of gender equality?",0
How have societal attitudes changed in terms of men working in traditionally female-dominated occupations?,0
What is one manifestation of the change in social attitudes regarding women's role in marriage?,0
What are some challenges or issues related to gender equality in religiously orientated societies and non-Western countries?,0
What factors contribute to fresh ways of grouping states to further the study of gender politics?,0
What are some examples of beliefs related to gender equality that have not been widely adopted?,0
How is gender equality defined in terms of human rights by world bodies?,0
What is the controversy surrounding ideologies related to gender equality and feminism?,0
How does the women-are-wonderful effect vary in countries with high measures of gender equality?,0
What are some criticisms of gender equality policies in the context of a patriarchal system?,0
How do critics argue that the focus on women's issues in non-Western countries can reinforce Western superiority?,0
In what ways has the influence of colonialism been cited regarding laws in developing countries?,0
What controversies have arisen in relation to the concepts of Westernization and Europeanisation?,0
How has the Western media been criticized for creating stereotypes about women from different cultures?,0
How are women's professional status in Eastern European countries described in the text?  ,0
What study is mentioned in relation to gender equality in the science fields at university level?  ,0
"According to the American Anthropological Association, what concern was raised during the drafting of the Universal Declaration of Human Rights?  ",0
Why is excessive gender neutrality criticized in the text?  ,0
What contradictory rulings concerning France's ban on wearing a burqa in public are mentioned in the text?,0
How has international intervention historically impacted different cultures?,0
What is a criticism of international organizations regarding their support for global human rights?,0
What steps did the European Union take to promote gender equality in 2010 and 2015?,0
How does gender equality factor into national curriculum in various European countries?,0
"According to the United Nations Population Fund, what strategic interventions are needed to achieve women's empowerment and gender equality?",0
How do social constructs of gender impact health according to the World Health Organization?,0
What are some examples of gender norms negatively affecting men's health as mentioned by the WHO?,0
What is the connection between gender socialization and the transmission and management of HIV/AIDS according to the WHO?,0
"How does female genital mutilation affect women's health, and in which regions is the practice prevalent?",0
"According to the World Health Organization, how can gender equality improve men's health and what impact do traditional notions of masculinity have on men's health?",0
What factors contribute to the majority of deaths of men aged 30-59 in Europe according to the text? ,0
How are traditional gender stereotypes and systematic discrimination mentioned in the text related to the stress on men's health? ,0
"What is the technical term used to collectively refer to violent acts primarily committed against women, as per the text? ",0
"According to the text, what cultural groups are often linked to acceptance of violence as a means of conflict resolution within intimate relationships? ",0
"How do the circumstances differ in terms of where murdered women are more likely to be killed, as indicated in the text?",0
What are some cultural practices that lead to violence against women in certain societies?,0
"Posner, how was rape traditionally viewed in some cultures?",0
How does Catharine MacKinnon argue sexual violence is imposed on women in male-dominated societies?,0
What is WHO's life cycle typology for classifying violence against women?,0
Can you provide examples of different types of violence against women during adolescence and adulthood according to WHO's typology?,0
What are some major achievements of women's rights movements in combatting violence against women?,0
What international agreements have been established to address violence against women?,0
What is the significance of November 25th in relation to violence against women?,0
"According to The Lancet, how are types of violence against women classified based on the time period and perpetrators?",0
What are the nine forms of violence against women identified by the Gender Equality Commission of the Council of Europe?,0
What obstacles do most trans women face in terms of healthcare and education according to the text?,0
What are some of the societal factors contributing to anti-trans stigma faced by trans women in the US?,0
How many cases of fatality against transgender people were tracked by the Human Rights Campaign in the US from 2013 to 2018?,0
How does Intimate Partner Violence impact trans women differently compared to other groups?,0
What practices deny women the right to reproductive and sexual autonomy according to the text?,0
What are the risks adolescent girls face in societies where a woman's right to control her sexuality is not recognized?,0
What are some factors contributing to the increased risks faced by adolescent girls regarding sexual coercion and negative reproductive outcomes?,0
How do family planning and abortion laws vary across different countries?,0
"What are some challenges in accessing contraception, sterilization, and abortion services even in countries with liberal laws regarding these issues?",0
What are some historical examples of governments implementing aggressive natalist policies or practices to control population growth?,0
What groups of indigenous people are primarily targeted for human rights violations?,0
Why have human rights organizations expressed concern about crimes against women in Latin America?,0
"According to UN Women, why are women often denied legal recourse when experiencing violence?",0
"What are some examples of ""harmful traditional practices"" that impact women and girls?",0
How does the caste system in India contribute to the double discrimination faced by Dalit women?,0
What punitive measures do women in certain societies face for marital infidelity?,0
Describe the initiation rite involving bullet ants in the Satere-Mawe tribe.,0
